head_sha,evidence_status,first_path,expected_sha256,actual_sha256,first_replay_result,source
19e53fa1b78c7f3527864b24763e02eded616d08,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,README.md,7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5,a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,git object 19e53fa1b78c7f3527864b24763e02eded616d08:SHA256SUMS
1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4:SHA256SUMS
1c796e0d05baf1baab4131bade1036b1274fd5bb,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 1c796e0d05baf1baab4131bade1036b1274fd5bb:SHA256SUMS
1cb3b12a81390397479297ec65e896d255141644,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 1cb3b12a81390397479297ec65e896d255141644:SHA256SUMS
1d0c67bc6aad280d9f74d652327baedcce03cf8f,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,,,,SHA256SUMS_ALL_MATCH,git object 1d0c67bc6aad280d9f74d652327baedcce03cf8f:SHA256SUMS
232c89a3e1f832b9c020ed18d3e7d401e0777a2e,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 232c89a3e1f832b9c020ed18d3e7d401e0777a2e:SHA256SUMS
2352d73344618e736652d462fb469ce1f496419c,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 2352d73344618e736652d462fb469ce1f496419c:SHA256SUMS
23d3e978e9bd053ac5f539fb81dab96bc5ac81a9,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 23d3e978e9bd053ac5f539fb81dab96bc5ac81a9:SHA256SUMS
256a2c5618a2f7552989da0e330f1e6481ef42c8,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 256a2c5618a2f7552989da0e330f1e6481ef42c8:SHA256SUMS
2803c119606169527818faf7e09b86204aa3e163,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,README.md,7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5,a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,git object 2803c119606169527818faf7e09b86204aa3e163:SHA256SUMS
28ae65f2972debbf5e05bad5f0c1319f3280693b,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 28ae65f2972debbf5e05bad5f0c1319f3280693b:SHA256SUMS
28c5def5f64c431c4cf396a1cfc3dc9ec07029ba,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 28c5def5f64c431c4cf396a1cfc3dc9ec07029ba:SHA256SUMS
2c1da2844072443c266fb4503451a0e6e7028e76,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 2c1da2844072443c266fb4503451a0e6e7028e76:SHA256SUMS
2e559bed8fd1300edbf1e07f0865093cdca2632c,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 2e559bed8fd1300edbf1e07f0865093cdca2632c:SHA256SUMS
30ff90000a182800333614f5870ecb1b010e8a58,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 30ff90000a182800333614f5870ecb1b010e8a58:SHA256SUMS
31b890f7a401c0a7f654358405cf7ed84328e90c,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 31b890f7a401c0a7f654358405cf7ed84328e90c:SHA256SUMS
322eff264c92c4658941e36d6ab6718beab238d7,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 322eff264c92c4658941e36d6ab6718beab238d7:SHA256SUMS
33476ad15ba0aac9caa055de09ad975e7176af68,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 33476ad15ba0aac9caa055de09ad975e7176af68:SHA256SUMS
359a0bc902331dc225159a00d8d2052c25aa0f56,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 359a0bc902331dc225159a00d8d2052c25aa0f56:SHA256SUMS
36d341550fecc6a2859553f3cd8e441f6a0fa5ea,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 36d341550fecc6a2859553f3cd8e441f6a0fa5ea:SHA256SUMS
3a155c64f797d2b130ca958540c8da720c7b0587,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 3a155c64f797d2b130ca958540c8da720c7b0587:SHA256SUMS
3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 3bcbe8315d988d1f4daaa4d23151bf9d6a129e29:SHA256SUMS
3d509adf35662b04d8ebd623a723250fe9abb254,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,README.md,7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5,a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,git object 3d509adf35662b04d8ebd623a723250fe9abb254:SHA256SUMS
3f8e218148c4af34b5c2d9573cab9b382847ac1e,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 3f8e218148c4af34b5c2d9573cab9b382847ac1e:SHA256SUMS
4204ba657eabbfbc4196d8d0a692b0c19afdbacb,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 4204ba657eabbfbc4196d8d0a692b0c19afdbacb:SHA256SUMS
4501515dc05843b10d63958bc16587aed51160fc,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 4501515dc05843b10d63958bc16587aed51160fc:SHA256SUMS
47ea215496aabd3525963cf6dca9532dbc1192c2,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 47ea215496aabd3525963cf6dca9532dbc1192c2:SHA256SUMS
4848cc9d098302095e68848ea415470688c0029f,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 4848cc9d098302095e68848ea415470688c0029f:SHA256SUMS
490f749a57f7bb0080cd8614b82274364957ed91,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 490f749a57f7bb0080cd8614b82274364957ed91:SHA256SUMS
4a08509c6d5c3728253cc6435422fb181d4556eb,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 4a08509c6d5c3728253cc6435422fb181d4556eb:SHA256SUMS
50ea92a892e161aa2e7c5f4b32a4b60c9ca0952e,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,README.md,7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5,a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,SHA256_MISMATCH:README.md:expected=7ba5d1e49eb2c2b8d20820c4ae6a0a47a5b8b6ef288c95c283053b1c5f4f6eb5:actual=a111aaca2aa8caef98e7edeff06a50fdc3c8aed8fd9db1f4188ce55bf1f764e9,git object 50ea92a892e161aa2e7c5f4b32a4b60c9ca0952e:SHA256SUMS
5515a39402422a2da92d60eb0316894aa728a0db,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 5515a39402422a2da92d60eb0316894aa728a0db:SHA256SUMS
55f58d8427080bab128e179b647a3f1d00ffc858,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 55f58d8427080bab128e179b647a3f1d00ffc858:SHA256SUMS
5f6fe4bcee8c670f8ee7dca5e83202c9f7fb35a1,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,tools/verify_lkmini.py,2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7,01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,git object 5f6fe4bcee8c670f8ee7dca5e83202c9f7fb35a1:SHA256SUMS
5f92f12a175669ad00c0ac27f309c821e83fdbec,VERIFIED_TRUE_LOCAL_GIT_OBJECT_REPLAY,SHA256SUMS,,,MISSING_SHA256SUMS,git object 5f92f12a175669ad00c0ac27f309c821e83fdbec:SHA256SUMS
